task,model,n,parse_ok,parse_err_rate,mean_latency_s,median_latency_s,gpu_hours_per_1000,gpu_hours_per_1000_correct,usd_per_1000,usd_per_1000_correct,f1_uncivil,f1_relevant,f1_entails,f1_FAVOR,f1_AGAINST,f1_NONE,f1_No Event,f1_Action,f1_Speech,f1_Thought,f1_Mixed,f1_pro,f1_neutral,f1_contra,f1_PROTEST,f1_RALLY,f1_DEMONSTRATION,f1_MARCH,f1_ASSASSINATION,f1_DRONE_ASSASSINATION,f1_ATTACK_ON_STATE,f1_CONVENTIONAL_ATTACK_ON_GOV_FORCES,f1_GUERILLA_ATTACK_ON_GOV_FORCES,f1_GOV_ATTACK_ON_NONSTATE_COMBATANTS,f1_GOV_ATTACK_ON_CIVILIANS,f1_RIOT,f1_TERRORISM,f1_THREAT_OF_VIOLENCE,f1_VIOLENT_POLITICAL_DEMONSTRATION,f1_OTHER,f1_External Relations,f1_Freedom and Democracy,f1_Political System,f1_Economy,f1_Welfare and Quality of Life,f1_Fabric of Society,f1_Social Groups,f1_Demonstration / Assembly,f1_Petition,f1_Strike,f1_Non-verbal Protest / Cultural Event,f1_Leaflet / Resolution / Open Letter,f1_Attack with Damage to Property,f1_Blockade / Sit-in,f1_Referendum unspecified,f1_Coronavirus,f1_COVID-economy,f1_BLM and responses,f1_health,f1_education,f1_election outcome,f1_pol-neg,f1_partisan-neg,f1_societal divides,f1_morals,"f1_nat ident, goals-loss",f1_racism/discrimination,f1_welfare,f1_terrorism,f1_immigration,f1_asylum,f1_crime,f1_europe,f1_constitutional,f1_international trade,f1_devolution,f1_scot-ind,f1_constitution,f1_foreign affairs,f1_war,f1_defence,f1_foreign emergency,f1_domestic emergency,f1_economy-general,f1_economy-personal,f1_unemployment,f1_taxation,f1_debt/deficit,f1_inflation,f1_living costs,f1_poverty,f1_austerity,f1_inequality,f1_housing,f1_social care,f1_pensions/ageing,f1_transport/infrastructure,f1_environment,f1_pol value-auth,f1_pol values-liberal,f1_pol values-right,f1_pol values-left,f1_other,f1_uncoded,"f1_Agriculture, Forestry, and Fisheries",f1_Committees on Cabinet,"f1_Economy, Trade and Industry","f1_Education, Culture, Sports, Science, and Technology",f1_Environment,f1_Financial Affairs,f1_Foreign Affairs,"f1_Health, Labour, and Welfare",f1_Internal Affairs and Communications,"f1_Land, Infrastructure, Transport, and Tourism",f1_No Policy Area,f1_Security,f1_Positive,f1_Negative,f1_Neutral,f1_No Topic,f1_promote,f1_attack,f1_unclear,avg_f1,accuracy,mcc,headline_f1,headline_f1_lo,headline_f1_hi
ballard_incivility,claude-sonnet-4-6,500,500,0.0,1.2134897635821253,1.115893749985844,,,,,0.5632183908045977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.848,0.5145095998565141,0.5632183908045977,0.47775386313465784,0.6517034188547738
ballard_incivility,deepseek-v4-pro,500,500,0.0,1.331389925744007,1.32956335450001,,,,,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.872,0.3589611683084937,0.42857142857142855,0.3137084398976982,0.5396825396825397
ballard_incivility,gemma4:26b,500,500,0.0,0.8002353450240044,0.7919654374999823,0.21999039930555064,0.24552499922494492,,,0.46938775510204084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.896,0.4315433393325334,0.46938775510204084,0.3392451298701299,0.5871829465731246
ballard_incivility,gemma4:31b-it-q4_K_M,500,500,0.0,4.794360489071989,4.5584730835000755,1.2662425231944654,1.4896970861111358,,,0.5222929936305732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,0.454397824554569,0.5222929936305732,0.43283582089552236,0.6127583210548189
ballard_incivility,gpt-5.4-nano,500,500,0.0,0.7746118068479996,0.7141470419999933,,,0.24000000000000002,0.2702702702702703,0.48148148148148145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.888,0.42436820237185746,0.48148148148148145,0.35413602941176475,0.5932203389830508
ballard_incivility,gpt-5.5,500,500,0.0,2.3519194641919996,2.0303801250000504,,,4.33,5.094117647058824,0.4827586206896552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,0.40457292439622256,0.4827586206896552,0.38821933424532606,0.5822784810126582
ballard_incivility,mistral-small:24b-instruct-2501-q4_K_M,500,500,0.0,1.8768203597539939,1.8327881249998725,0.5091078124999646,0.5919858284883309,,,0.453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,0.3735918051127486,0.453125,0.3470504417212881,0.5571848739495798
ballard_incivility,qwen3:14b-q4_K_M,500,500,0.0,1.1159344885139995,1.1585505624995989,0.3218196006943331,0.3673739733953574,,,0.32608695652173914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.876,0.2842634313486551,0.32608695652173914,0.18942434210526315,0.44901636330207756
ballard_incivility,qwen3:30b-a3b-q4_K_M,500,500,0.0,0.6108689401700179,0.6042188334996688,0.1678385648610191,0.19159653522947387,,,0.3404255319148936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.876,0.2947112200237047,0.3404255319148936,0.21270996640537515,0.46849145063430775
brandt_political_relevance,claude-sonnet-4-6,320,320,0.0,1.475239720718855,1.3257202085042081,,,,,,0.726027397260274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.875,0.6960713494947564,0.726027397260274,0.6411908396946564,0.807240500463392
brandt_political_relevance,deepseek-v4-pro,320,320,0.0,1.972251320840644,1.8446455630000855,,,,,,0.6235294117647059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.5868638956774233,0.6235294117647059,0.5323514614881522,0.7080941897947952
brandt_political_relevance,gemma4:26b,320,320,0.0,1.425552726681289,1.3476761670003725,0.3743544908334368,0.4436793965433325,,,,0.6794871794871795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84375,0.6466861483264452,0.6794871794871795,0.5925576519916143,0.7595247340218996
brandt_political_relevance,gemma4:31b-it-q4_K_M,320,320,0.0,9.881930304687495,9.355201249999482,2.598667013888745,3.235694336359527,,,,0.6272189349112426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.803125,0.5908379644147144,0.6272189349112426,0.5340719696969697,0.7078718886081393
